"Prioritization","contact_tracing_frac","replication","inf_p_shift","contact_tracing_contact_selection_frac","n_days_contact_tracing_isolation","n_infected","n_icu","n_contacts_traced","n_times_contact_tracing","n_times_contact_traced"
"HH",0.4,"m926-household_size-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,2053,90,1762,229,1533
"HH",0.5,"m953-household_size-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1135,56,1172,153,1019
"Inc. emp.",0,"m980-inc_rank_emp-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,21330,829,0,0,0
"Inc. emp.",0.1,"m1014-inc_rank_emp-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,2575,106,835,86,749
"Inc. emp.",0.2,"m1041-inc_rank_emp-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1107,59,1007,94,913
"Inc. emp.",0.3,"m1068-inc_rank_emp-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1310,55,1342,144,1198
"Inc. emp.",0.4,"m1095-inc_rank_emp-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,904,36,937,92,845
"Inc. emp.",0.5,"m1122-inc_rank_emp-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,570,25,389,41,348
"Inc. sim.",0,"m1149-inc_rank_sim-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,5348,211,0,0,0
"Inc. sim.",0.1,"m1176-inc_rank_sim-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,2985,122,834,93,741
"Inc. sim.",0.2,"m1203-inc_rank_sim-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1224,41,747,69,678
"Random",0.4,"m123-random-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1330,56,1694,192,1502
"Inc. sim.",0.3,"m1230-inc_rank_sim-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,696,31,695,67,628
"Inc. sim.",0.4,"m1257-inc_rank_sim-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,862,33,1013,103,910
"Inc. sim.",0.5,"m1284-inc_rank_sim-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,476,33,378,41,337
"Random",0,"m15-random-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,4880,177,0,0,0
"Random",0.5,"m150-random-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,780,29,793,91,702
"Age+HH",0,"m177-super-spreaders-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,4555,189,0,0,0
"Age+HH",0.1,"m204-super-spreaders-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1667,83,684,68,616
"Age+HH",0.2,"m231-super-spreaders-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1124,49,854,88,766
"Age+HH",0.3,"m258-super-spreaders-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,691,38,586,55,531
"Age+HH",0.4,"m285-super-spreaders-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,572,20,477,49,428
"Age+HH",0.5,"m312-super-spreaders-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,622,21,677,67,610
"Old",0,"m339-old-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,4492,174,0,0,0
"Old",0.1,"m366-old-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,3850,171,528,84,444
"Old",0.2,"m393-old-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,3441,133,910,146,764
"Random",0.1,"m42-random-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1988,70,881,94,787
"Old",0.3,"m420-old-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,2705,93,1776,232,1544
"Old",0.4,"m447-old-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1325,54,1208,157,1051
"Old",0.5,"m474-old-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,723,23,651,74,577
"Young",0,"m501-young-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,4383,152,0,0,0
"Young",0.1,"m528-young-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,5090,164,1001,114,887
"Young",0.2,"m555-young-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,2429,101,1525,150,1375
"Young",0.3,"m582-young-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1479,47,1378,139,1239
"Young",0.4,"m609-young-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,828,41,807,83,724
"Young",0.5,"m636-young-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,919,41,1103,118,985
"Age",0,"m663-age-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,3517,126,0,0,0
"Random",0.2,"m69-random-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1695,69,1323,143,1180
"Age",0.1,"m690-age-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,3199,136,935,109,826
"Age",0.2,"m717-age-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1056,53,736,69,667
"Age",0.3,"m744-age-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,783,31,799,86,713
"Age",0.4,"m771-age-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,727,33,659,71,588
"Age",0.5,"m798-age-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,613,25,586,65,521
"HH",0,"m825-household_size-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,3628,123,0,0,0
"HH",0.1,"m852-household_size-0.1-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,2238,76,929,76,853
"HH",0.2,"m879-household_size-0.2-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1357,56,617,57,560
"HH",0.3,"m906-household_size-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1043,40,902,84,818
"HH",0.4,"m933-household_size-0.4-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,953,45,802,79,723
"Random",0.3,"m96-random-0.3-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,1272,60,1263,140,1123
"HH",0.5,"m960-household_size-0.5-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,607,37,589,58,531
"Inc. emp.",0,"m987-inc_rank_emp-0-individuals-weight-0.8-ill_symptomatic-15--0.05",-0.05,0.8,15,4987,201,0,0,0
"Inc. emp.",0.1,"m1015-inc_rank_emp-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,4369,169,1729,171,1558
"Inc. emp.",0.2,"m1042-inc_rank_emp-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1773,59,1637,155,1482
"Inc. emp.",0.3,"m1069-inc_rank_emp-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1590,63,1859,195,1664
"Inc. emp.",0.4,"m1096-inc_rank_emp-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1294,61,1636,157,1479
"Inc. emp.",0.5,"m1123-inc_rank_emp-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,899,39,1036,105,931
"Inc. sim.",0,"m1150-inc_rank_sim-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,10781,400,0,0,0
"Inc. sim.",0.1,"m1177-inc_rank_sim-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,6274,228,1767,215,1552
"Inc. sim.",0.2,"m1204-inc_rank_sim-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,2122,90,1812,173,1639
"Inc. sim.",0.3,"m1231-inc_rank_sim-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,821,28,767,87,680
"Random",0.4,"m124-random-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1707,55,2452,263,2189
"Inc. sim.",0.4,"m1258-inc_rank_sim-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,979,44,1166,131,1035
"Inc. sim.",0.5,"m1285-inc_rank_sim-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,714,27,722,78,644
"Random",0.5,"m151-random-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1116,41,1757,182,1575
"Random",0,"m16-random-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,7395,346,0,0,0
"Age+HH",0,"m178-super-spreaders-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,10910,444,0,0,0
"Age+HH",0.1,"m205-super-spreaders-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,5007,205,2272,213,2059
"Age+HH",0.2,"m232-super-spreaders-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1807,83,1918,183,1735
"Age+HH",0.3,"m259-super-spreaders-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,904,46,780,82,698
"Age+HH",0.4,"m286-super-spreaders-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,750,29,811,88,723
"Age+HH",0.5,"m313-super-spreaders-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,608,34,570,60,510
"Old",0,"m340-old-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,11285,432,0,0,0
"Old",0.1,"m367-old-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,11123,408,1476,243,1233
"Old",0.2,"m394-old-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,8796,356,2454,386,2068
"Old",0.3,"m421-old-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,3911,143,2454,325,2129
"Random",0.1,"m43-random-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,7302,291,3443,375,3068
"Old",0.4,"m448-old-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,2095,87,2331,276,2055
"Old",0.5,"m475-old-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1494,61,2105,248,1857
"Young",0,"m502-young-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,11689,467,0,0,0
"Young",0.1,"m529-young-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,8865,315,1915,220,1695
"Young",0.2,"m556-young-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,5668,221,3967,407,3560
"Young",0.3,"m583-young-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,2510,88,2968,303,2665
"Young",0.4,"m610-young-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1283,53,1668,174,1494
"Young",0.5,"m637-young-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1078,41,1334,135,1199
"Age",0,"m664-age-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,11846,480,0,0,0
"Age",0.1,"m691-age-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,7219,288,1946,228,1718
"Random",0.2,"m70-random-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,3480,137,2937,331,2606
"Age",0.2,"m718-age-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,2298,94,1759,166,1593
"Age",0.3,"m745-age-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1195,47,1311,133,1178
"Age",0.4,"m772-age-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,996,48,1246,129,1117
"Age",0.5,"m799-age-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,700,31,874,89,785
"HH",0,"m826-household_size-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,8970,367,0,0,0
"HH",0.1,"m853-household_size-0.1-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,4781,206,1622,138,1484
"HH",0.2,"m880-household_size-0.2-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,3104,117,1782,172,1610
"HH",0.3,"m907-household_size-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1606,74,1550,147,1403
"HH",0.4,"m934-household_size-0.4-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,1074,47,1168,112,1056
"HH",0.5,"m961-household_size-0.5-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,848,55,986,101,885
"Random",0.3,"m97-random-0.3-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,3023,134,3815,429,3386
"Inc. emp.",0,"m988-inc_rank_emp-0-individuals-weight-0.8-ill_symptomatic-15-0.0",0,0.8,15,9483,357,0,0,0
"Inc. emp.",0.1,"m1016-inc_rank_emp-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,11964,490,4242,419,3823
"Inc. emp.",0.2,"m1043-inc_rank_emp-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,4353,173,4522,434,4088
"Inc. emp.",0.3,"m1070-inc_rank_emp-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,4344,160,5741,573,5168
"Inc. emp.",0.4,"m1097-inc_rank_emp-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,2034,87,2689,277,2412
"Inc. emp.",0.5,"m1124-inc_rank_emp-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,859,34,1000,98,902
"Inc. sim.",0,"m1151-inc_rank_sim-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,22472,906,0,0,0
"Inc. sim.",0.1,"m1178-inc_rank_sim-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,15430,593,4631,576,4055
"Inc. sim.",0.2,"m1205-inc_rank_sim-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,3578,163,2701,269,2432
"Inc. sim.",0.3,"m1232-inc_rank_sim-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1351,73,1662,169,1493
"Random",0.4,"m125-random-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,2435,93,3658,411,3247
"Inc. sim.",0.4,"m1259-inc_rank_sim-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1769,89,2755,279,2476
"Inc. sim.",0.5,"m1286-inc_rank_sim-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1002,40,1573,163,1410
"Random",0.5,"m152-random-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1275,48,1685,191,1494
"Random",0,"m17-random-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,20731,851,0,0,0
"Age+HH",0,"m179-super-spreaders-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,24065,890,0,0,0
"Age+HH",0.1,"m206-super-spreaders-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,10994,443,5943,555,5388
"Age+HH",0.2,"m233-super-spreaders-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,2734,114,2720,255,2465
"Age+HH",0.3,"m260-super-spreaders-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1547,59,2079,206,1873
"Age+HH",0.4,"m287-super-spreaders-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1205,60,1488,146,1342
"Age+HH",0.5,"m314-super-spreaders-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,970,50,1232,137,1095
"Old",0,"m341-old-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,20807,848,0,0,0
"Old",0.1,"m368-old-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,19520,754,2568,425,2143
"Old",0.2,"m395-old-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,14672,560,4174,689,3485
"Old",0.3,"m422-old-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,8493,334,5427,755,4672
"Random",0.1,"m44-random-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,8826,304,4257,487,3770
"Old",0.4,"m449-old-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,3648,131,4206,521,3685
"Old",0.5,"m476-old-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1872,63,2594,303,2291
"Young",0,"m503-young-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,22148,877,0,0,0
"Young",0.1,"m530-young-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,17183,725,3763,445,3318
"Young",0.2,"m557-young-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,7468,301,4959,484,4475
"Young",0.3,"m584-young-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,5272,210,6346,642,5704
"Young",0.4,"m611-young-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,2182,100,3083,326,2757
"Young",0.5,"m638-young-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1158,58,1583,164,1419
"Age",0,"m665-age-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,20060,840,0,0,0
"Age",0.1,"m692-age-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,12450,481,3187,411,2776
"Random",0.2,"m71-random-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,6626,231,5526,602,4924
"Age",0.2,"m719-age-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,3677,146,2526,245,2281
"Age",0.3,"m746-age-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1298,40,1695,168,1527
"Age",0.4,"m773-age-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1500,62,2356,238,2118
"Age",0.5,"m800-age-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,797,40,976,103,873
"HH",0,"m827-household_size-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,24062,971,0,0,0
"HH",0.1,"m854-household_size-0.1-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,10748,443,3338,298,3040
"HH",0.2,"m881-household_size-0.2-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,7070,306,4379,407,3972
"HH",0.3,"m908-household_size-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1982,96,1905,182,1723
"HH",0.4,"m935-household_size-0.4-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,2183,80,2300,235,2065
"HH",0.5,"m962-household_size-0.5-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,1232,56,1700,162,1538
"Random",0.3,"m98-random-0.3-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,3805,170,4756,536,4220
"Inc. emp.",0,"m989-inc_rank_emp-0-individuals-weight-0.8-ill_symptomatic-15-0.05",0.05,0.8,15,23915,953,0,0,0
"Inc. emp.",0.1,"m1023-inc_rank_emp-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,2326,98,890,79,811
"Random",0.3,"m105-random-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1090,43,1168,108,1060
"Inc. emp.",0.2,"m1050-inc_rank_emp-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1439,63,1576,122,1454
"Inc. emp.",0.3,"m1077-inc_rank_emp-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1200,56,1388,116,1272
"Inc. emp.",0.4,"m1104-inc_rank_emp-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,675,33,664,55,609
"Inc. emp.",0.5,"m1131-inc_rank_emp-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,538,24,380,33,347
"Inc. sim.",0,"m1158-inc_rank_sim-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,3730,153,0,0,0
"Inc. sim.",0.1,"m1185-inc_rank_sim-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,2574,124,776,77,699
"Inc. sim.",0.2,"m1212-inc_rank_sim-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1371,58,1066,82,984
"Inc. sim.",0.3,"m1239-inc_rank_sim-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,720,23,887,73,814
"Inc. sim.",0.4,"m1266-inc_rank_sim-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,579,25,705,57,648
"Inc. sim.",0.5,"m1293-inc_rank_sim-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,608,31,664,55,609
"Random",0.4,"m132-random-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1028,39,1154,109,1045
"Random",0.5,"m159-random-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,748,32,993,89,904
"Age+HH",0,"m186-super-spreaders-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,5088,196,0,0,0
"Age+HH",0.1,"m213-super-spreaders-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,2194,76,1156,88,1068
"Random",0,"m24-random-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,5545,229,0,0,0
"Age+HH",0.2,"m240-super-spreaders-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,992,51,930,71,859
"Age+HH",0.3,"m267-super-spreaders-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,670,29,616,56,560
"Age+HH",0.4,"m294-super-spreaders-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,724,27,797,68,729
"Age+HH",0.5,"m321-super-spreaders-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,512,15,584,48,536
"Old",0,"m348-old-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,5202,204,0,0,0
"Old",0.1,"m375-old-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,5239,208,978,132,846
"Old",0.2,"m402-old-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,3696,137,1062,143,919
"Old",0.3,"m429-old-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,2439,84,1889,207,1682
"Old",0.4,"m456-old-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1870,70,2150,226,1924
"Old",0.5,"m483-old-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,883,25,1068,99,969
"Random",0.1,"m51-random-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,2071,89,1079,94,985
"Young",0,"m510-young-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,4937,174,0,0,0
"Young",0.1,"m537-young-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,4633,207,1108,107,1001
"Young",0.2,"m564-young-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,2453,100,1722,138,1584
"Young",0.3,"m591-young-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1240,48,1399,120,1279
"Young",0.4,"m618-young-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1137,49,1661,136,1525
"Young",0.5,"m645-young-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,862,37,1277,102,1175
"Age",0,"m672-age-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,3454,138,0,0,0
"Age",0.1,"m699-age-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1943,78,619,59,560
"Age",0.2,"m726-age-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1111,44,898,74,824
"Age",0.3,"m753-age-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,719,39,923,78,845
"Random",0.2,"m78-random-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1658,62,1489,139,1350
"Age",0.4,"m780-age-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,626,27,701,61,640
"Age",0.5,"m807-age-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,513,27,473,42,431
"HH",0,"m834-household_size-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,5044,200,0,0,0
"HH",0.1,"m861-household_size-0.1-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,2634,102,1009,71,938
"HH",0.2,"m888-household_size-0.2-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,1782,72,1159,86,1073
"HH",0.3,"m915-household_size-0.3-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,939,48,820,61,759
"HH",0.4,"m942-household_size-0.4-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,738,30,822,61,761
"HH",0.5,"m969-household_size-0.5-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,647,31,711,59,652
"Inc. emp.",0,"m996-inc_rank_emp-0-individuals-weight-1-ill_symptomatic-15--0.05",-0.05,1,15,5049,186,0,0,0
"Inc. emp.",0.1,"m1024-inc_rank_emp-0.1-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,4146,179,1800,150,1650
"Inc. emp.",0.2,"m1051-inc_rank_emp-0.2-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,2324,104,2987,243,2744
"Random",0.3,"m106-random-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,2541,110,3735,336,3399
"Inc. emp.",0.3,"m1078-inc_rank_emp-0.3-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1840,76,2315,197,2118
"Inc. emp.",0.4,"m1105-inc_rank_emp-0.4-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,1460,59,2168,188,1980
"Inc. emp.",0.5,"m1132-inc_rank_emp-0.5-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,803,27,898,80,818
"Inc. sim.",0,"m1159-inc_rank_sim-0-individuals-weight-1-ill_symptomatic-15-0.0",0,1,15,9404,378,0,0,0
